json_path,img_path,label_c,label_u,label_w,label_p,label_a,bbox_coord
../skintelligent-1-sep-2019/RS_Clean images/237-1973274-fae529b377fbcacf8eecfaf1d60a8278.json,RS_Clean images_cropped/237-1973274-fae529b377fbcacf8eecfaf1d60a8278.jpg,2,2,2,3,1,[  0.           0.         254.         254.           0.86507803]
../skintelligent-1-sep-2019/RS_Clean images/106611-8916936-929c0ae0d30c44e27f6f1a15dbfa82dd.json,RS_Clean images_cropped/106611-8916936-929c0ae0d30c44e27f6f1a15dbfa82dd.jpg,1,3,1,2,1,[  0.           0.         339.98085398 340.           0.99998808]
../skintelligent-1-sep-2019/crows feet/ddsa.json,Google_Clean images_cropped/crows feet/ddsa.jpg,3,1,1,1,1,[  0.           0.         475.         390.           0.98632485]
../skintelligent-1-sep-2019/under eye bags/Eye-Bags-Treatment-before-1920009-2316232.json,Google_Clean images_cropped/under eye bags/Eye-Bags-Treatment-before-1920009-2316232.jpg,1,3,1,1,1,[ 55.94769122   0.         268.23916231 289.4311022    0.99967742]
../skintelligent-1-sep-2019/wrinkles/Wrinkle-Treatment-after-8281751-3910564.json,Google_Clean images_cropped/wrinkles/Wrinkle-Treatment-after-8281751-3910564.png,1,1,2,1,1,[ 59.21173394   0.         282.76208664 302.71284588   0.99993742]
../skintelligent-1-sep-2019/brightness/83_right.json,Google_Clean images_cropped/brightness/83_right.png,1,1,1,1,1,[ 39.11976301  43.27512288 369.         550.           0.99499786]
../skintelligent-1-sep-2019/RS_Clean images/25-96275-834584647144fb7db46ce16072e2dec2.json,RS_Clean images_cropped/25-96275-834584647144fb7db46ce16072e2dec2.jpg,2,2,2,1,1,
../skintelligent-1-sep-2019/under eye bags/Eye-Bags-Treatment-before-825129-1045596.json,Google_Clean images_cropped/under eye bags/Eye-Bags-Treatment-before-825129-1045596.jpg,1,3,1,1,1,[  0.           0.         279.         369.78897599   0.99946314]
../skintelligent-1-sep-2019/RS_Clean images/106611-7810884-6eeeeb293c020adbd63504311ea5d16c.json,RS_Clean images_cropped/106611-7810884-6eeeeb293c020adbd63504311ea5d16c.jpg,1,1,1,1,1,[ 53.78766413   0.         218.41954832 225.90249903   0.99996412]
../skintelligent-1-sep-2019/RS_Clean images/237-635064-ae01503df81ef6c5ec2b9c430049249e.json,RS_Clean images_cropped/237-635064-ae01503df81ef6c5ec2b9c430049249e.jpg,3,2,2,1,1,[ 19.13090944   0.9568275  316.40781188 411.59238251   0.99638879]
../skintelligent-1-sep-2019/RS_Clean images/25-1966565-d55550696104dba28e3c492447b001eb.json,RS_Clean images_cropped/25-1966565-d55550696104dba28e3c492447b001eb.jpg,1,2,2,2,1,[ 35.43807789   0.         290.65224426 340.           1.        ]
../skintelligent-1-sep-2019/RS_Clean images/25-7196335-a5f7a142f79cbeea33977d9b046c2442.json,RS_Clean images_cropped/25-7196335-a5f7a142f79cbeea33977d9b046c2442.jpg,1,2,2,1,1,[ 57.61581384   4.45594683 280.38010408 340.           0.9999994 ]
../skintelligent-1-sep-2019/acne/205_left.json,Google_Clean images_cropped/acne/205_left.png,1,1,1,2,2,[  0.           0.         298.         410.           0.99976963]
../skintelligent-1-sep-2019/RS_Clean images/106611-6995565-d736643a77d2800557c231c125982c74.json,RS_Clean images_cropped/106611-6995565-d736643a77d2800557c231c125982c74.jpg,2,1,2,1,1,[ 51.7725952    0.         277.58372602 300.48717717   0.99963295]
../skintelligent-1-sep-2019/RS_Clean images/25-8831713-7191c6dd24452013b19c1db4e42cdbbd.json,RS_Clean images_cropped/25-8831713-7191c6dd24452013b19c1db4e42cdbbd.jpg,3,1,1,2,1,[  1.07223962   0.         258.80206173 352.17927296   0.99956042]
../skintelligent-1-sep-2019/RS_Clean images/106611-5947226-1d333180adcc2fc70aef0f98242af07e.json,RS_Clean images_cropped/106611-5947226-1d333180adcc2fc70aef0f98242af07e.jpg,1,1,1,1,1,[ 27.83947388   0.         299.58521053 340.           0.99998415]
../skintelligent-1-sep-2019/RS_Clean images/25-7182553-576e8ed009857e0c44fc93da5b85ab63.json,RS_Clean images_cropped/25-7182553-576e8ed009857e0c44fc93da5b85ab63.jpg,2,1,1,1,1,[ 30.55660951   0.         309.9688181  340.           0.99999297]
../skintelligent-1-sep-2019/RS_Clean images/25-5305127-86f4ee8648d1567fc7224be543f8c5cc.json,RS_Clean images_cropped/25-5305127-86f4ee8648d1567fc7224be543f8c5cc.jpg,1,2,1,1,1,[ 33.38957219   0.         309.04881893 340.           0.99995887]
../skintelligent-1-sep-2019/brightness/Skin-Rejuvenation-after-1101671-1895227.json,Google_Clean images_cropped/brightness/Skin-Rejuvenation-after-1101671-1895227.jpg,2,2,3,1,1,[  0.           0.         261.         334.           0.99999928]
../skintelligent-1-sep-2019/acne/4_left.json,Google_Clean images_cropped/acne/4_left.png,1,1,1,1,3,[  0.           0.         639.62402353 720.           0.99999225]
../skintelligent-1-sep-2019/pigmentation/51_right.json,Google_Clean images_cropped/pigmentation/51_right.png,1,1,1,1,1,"[6.23726052e+01 0.00000000e+00 1.27700000e+03 2.32171557e+03
 9.99728501e-01]"
../skintelligent-1-sep-2019/RS_Clean images/215-5710760-9d89c6f8308258e5a4d38e1202337fd3.json,RS_Clean images_cropped/215-5710760-9d89c6f8308258e5a4d38e1202337fd3.jpg,2,3,2,1,1,
../skintelligent-1-sep-2019/RS_Clean images/25-6357630-4781433b1f962c21d094dc057367d128.json,RS_Clean images_cropped/25-6357630-4781433b1f962c21d094dc057367d128.jpg,2,2,1,2,1,[  7.98520195   0.         340.         340.           0.9999944 ]
../skintelligent-1-sep-2019/RS_Clean images/25-1549837-303df7c0e981dcac9e963c984a5b10ca.json,RS_Clean images_cropped/25-1549837-303df7c0e981dcac9e963c984a5b10ca.jpg,1,2,2,2,1,
../skintelligent-1-sep-2019/RS_Clean images/106611-6198397-54559b40479ec6d6b65a52ca165e1a2b.json,RS_Clean images_cropped/106611-6198397-54559b40479ec6d6b65a52ca165e1a2b.jpg,1,1,1,1,1,[  0.           0.         340.         340.           0.99974555]
../skintelligent-1-sep-2019/RS_Clean images/215-97891-e2d757aaee8009662cc64f6c10030eb3.json,RS_Clean images_cropped/215-97891-e2d757aaee8009662cc64f6c10030eb3.jpg,1,1,1,2,1,[  0.           0.         190.00773681 241.           0.82437515]
../skintelligent-1-sep-2019/RS_Clean images/25-7422348-b33d62d65e4e323fcbecf339d24c2eec.json,RS_Clean images_cropped/25-7422348-b33d62d65e4e323fcbecf339d24c2eec.jpg,1,1,1,1,1,[ 56.92295284   0.         286.86931803 330.32816111   0.99999201]
../skintelligent-1-sep-2019/RS_Clean images/25-1987999-fde0b1af83bb2bc60df76baa846d8d34.json,RS_Clean images_cropped/25-1987999-fde0b1af83bb2bc60df76baa846d8d34.jpg,1,1,2,2,1,[ 63.5590826    0.         282.11972392 307.69681966   0.99998629]
../skintelligent-1-sep-2019/brightness/47_right.json,Google_Clean images_cropped/brightness/47_right.png,1,1,1,1,1,[ 55.63972072   0.         285.44077154 336.90630591   0.99975997]
../skintelligent-1-sep-2019/RS_Clean images/25-3855992-0e92886baaa03378003dc4d6101c5d83.json,RS_Clean images_cropped/25-3855992-0e92886baaa03378003dc4d6101c5d83.jpg,1,3,1,1,1,[ 57.15606036   6.190734   279.28887377 340.           0.99999976]
../skintelligent-1-sep-2019/RS_Clean images/25-8854009-5958d7882523a307320f8eb0f633ffba.json,RS_Clean images_cropped/25-8854009-5958d7882523a307320f8eb0f633ffba.jpg,1,2,1,1,1,[ 86.4164551    0.         259.15344948 228.2804006    0.99990916]
../skintelligent-1-sep-2019/RS_Clean images/25-2236203-3c91697f38c1ee3321aa80f1e1c42a0a.json,RS_Clean images_cropped/25-2236203-3c91697f38c1ee3321aa80f1e1c42a0a.jpg,2,2,2,2,1,[ 12.90467523   0.         340.         340.           0.99951768]
../skintelligent-1-sep-2019/RS_Clean images/25-8614881-c35f898fdf5fafbc510485ea62da2c7f.json,RS_Clean images_cropped/25-8614881-c35f898fdf5fafbc510485ea62da2c7f.jpg,1,1,1,1,1,[ 21.61056092   0.         281.28088668 431.05448312   0.99997211]
../skintelligent-1-sep-2019/RS_Clean images/25-7965493-511d18af99cc75383962c134bc54afd5.json,RS_Clean images_cropped/25-7965493-511d18af99cc75383962c134bc54afd5.jpg,3,3,1,3,1,[ 12.53228607   0.         333.54439988 340.           0.99889332]
../skintelligent-1-sep-2019/RS_Clean images/25-1687028-bad587165eb1062e3c811c2e6795e793.json,RS_Clean images_cropped/25-1687028-bad587165eb1062e3c811c2e6795e793.jpg,3,1,3,3,1,[  0.           0.         339.         510.           0.99993467]
../skintelligent-1-sep-2019/RS_Clean images/25-386547-cb5650cdb27d4cee93561bd67474768d.json,RS_Clean images_cropped/25-386547-cb5650cdb27d4cee93561bd67474768d.jpg,3,3,1,1,1,[ 20.5584071   69.71178327 300.43916243 480.24421237   0.99992824]
../skintelligent-1-sep-2019/RS_Clean images/25-6023836-8ed3c1043a240d1ade987ee2c7246449.json,RS_Clean images_cropped/25-6023836-8ed3c1043a240d1ade987ee2c7246449.jpg,2,2,1,2,1,[ 35.68159137   0.         318.28472939 340.           0.99930942]
../skintelligent-1-sep-2019/RS_Clean images/25-7949351-138c978450dfafa2ad0b97f39a00bc1b.json,RS_Clean images_cropped/25-7949351-138c978450dfafa2ad0b97f39a00bc1b.jpg,1,1,1,1,1,[ 75.26533405   0.         243.70440862 253.62775792   0.98998356]
../skintelligent-1-sep-2019/RS_Clean images/25-4401472-0d935878568e1690d3f5e55a4583b8cf.json,RS_Clean images_cropped/25-4401472-0d935878568e1690d3f5e55a4583b8cf.jpg,2,3,3,2,1,[ 32.23391085   0.         318.73127526 340.           1.        ]
../skintelligent-1-sep-2019/RS_Clean images/237-3543722-388d62bafb22512e5972c5ba2973841c.json,RS_Clean images_cropped/237-3543722-388d62bafb22512e5972c5ba2973841c.jpg,1,2,2,2,1,[ 18.20158811   0.         302.89097022 340.           0.99826461]
../skintelligent-1-sep-2019/sagging skin/216_left.json,Google_Clean images_cropped/sagging skin/216_left.png,2,1,1,1,1,[ 18.09955372  26.75164138 310.         462.55953501   0.97073269]
../skintelligent-1-sep-2019/RS_Clean images/25-6023826-4c2fecab9068692bac5190b0101906f9.json,RS_Clean images_cropped/25-6023826-4c2fecab9068692bac5190b0101906f9.jpg,2,1,2,2,1,[ 38.59257111   0.         316.02508204 340.           0.9903543 ]
../skintelligent-1-sep-2019/brightness/Blue-Peel-after-1149679-1922783.json,Google_Clean images_cropped/brightness/Blue-Peel-after-1149679-1922783.jpg,3,2,2,1,1,[ 54.22270156  25.15896099 295.769343   381.66280178   0.99555898]
../skintelligent-1-sep-2019/RS_Clean images/25-7196321-9da49940dcb1dc612c3905a2d4b10caa.json,RS_Clean images_cropped/25-7196321-9da49940dcb1dc612c3905a2d4b10caa.jpg,2,2,2,1,1,[ 68.60530728  13.36413932 279.18354323 309.22689128   0.99997473]
../skintelligent-1-sep-2019/RS_Clean images/25-8298753-7bdaef87eb560dd56cec2b204f3c75c2.json,RS_Clean images_cropped/25-8298753-7bdaef87eb560dd56cec2b204f3c75c2.jpg,2,3,3,2,1,[ 25.61493481   0.         337.82315855 340.           0.9999994 ]
../skintelligent-1-sep-2019/RS_Clean images/106611-8514504-663855fd50721a90964d69a05c3d3eee.json,RS_Clean images_cropped/106611-8514504-663855fd50721a90964d69a05c3d3eee.jpg,1,3,2,1,1,[ 14.33815402   0.         307.50401623 375.           0.99894136]
../skintelligent-1-sep-2019/RS_Clean images/25-8376499-75c4b64a925e0aacb46b25f76c257fdc.json,RS_Clean images_cropped/25-8376499-75c4b64a925e0aacb46b25f76c257fdc.jpg,2,2,1,1,1,[  8.09265715   0.         336.08954796 340.           0.99997294]
../skintelligent-1-sep-2019/sagging skin/225_right.json,Google_Clean images_cropped/sagging skin/225_right.png,1,1,1,1,1,[ 40.09019386   0.         269.70170964 322.62177761   0.99948394]
../skintelligent-1-sep-2019/sagging skin/106_left.json,Google_Clean images_cropped/sagging skin/106_left.png,1,1,1,1,1,[ 12.99219046   0.         495.21856807 663.38330025   0.99978858]
../skintelligent-1-sep-2019/RS_Clean images/25-2227260-9b2a9712191740fa1db1dd62c2dfeb05.json,RS_Clean images_cropped/25-2227260-9b2a9712191740fa1db1dd62c2dfeb05.jpg,1,1,1,1,1,[ 29.26140878   0.         270.56024951 300.           0.9996295 ]
../skintelligent-1-sep-2019/sagging skin/26_right.json,Google_Clean images_cropped/sagging skin/26_right.png,1,1,1,1,1,[ 26.1761492    0.         333.05002772 376.17103588   0.9999733 ]
../skintelligent-1-sep-2019/skin tone and uneveness/73_right.json,Google_Clean images_cropped/skin tone and uneveness/73_right.png,1,1,1,2,1,[ 17.53586912   0.         350.         479.           0.99998403]
../skintelligent-1-sep-2019/RS_Clean images/25-7974157-91ae266200b8223c80c3379ab60f8cc9.json,RS_Clean images_cropped/25-7974157-91ae266200b8223c80c3379ab60f8cc9.jpg,1,2,1,1,1,[ 62.55382638  39.51619335 250.58738421 330.63538799   0.99888653]
../skintelligent-1-sep-2019/RS_Clean images/25-8541072-aabc0f9c77582e510bd95304bc3a04af.json,RS_Clean images_cropped/25-8541072-aabc0f9c77582e510bd95304bc3a04af.jpg,3,1,3,1,1,[  0.           0.         233.26102416 376.98781115   0.99999893]
../skintelligent-1-sep-2019/sagging skin/Facelift-before-224863-3739188.json,Google_Clean images_cropped/sagging skin/Facelift-before-224863-3739188.jpg,1,1,2,1,1,[ 15.64875173   0.         243.         348.54846013   0.99977845]
../skintelligent-1-sep-2019/skin tone and uneveness/108_right.json,Google_Clean images_cropped/skin tone and uneveness/108_right.png,1,2,1,2,1,[ 35.40875087   0.         325.         428.71209486   0.99969399]
"../skintelligent-1-sep-2019/crows feet/MV5BMTI5NzQ4MTQxMV5BMl5BanBnXkFtZTYwMzY0Mjcy._V1_UY317_CR22,0,214,317_AL_.json","Google_Clean images_cropped/crows feet/MV5BMTI5NzQ4MTQxMV5BMl5BanBnXkFtZTYwMzY0Mjcy._V1_UY317_CR22,0,214,317_AL_.jpg",2,1,1,1,1,[ 16.65109038   0.         214.         273.71152464   0.99496245]
../skintelligent-1-sep-2019/RS_Clean images/106611-8833319-a6001104f905395676642788ac37931d.json,RS_Clean images_cropped/106611-8833319-a6001104f905395676642788ac37931d.jpg,1,1,1,1,2,[ 52.71800225   2.68854114 265.8058304  328.37288788   0.9999826 ]
../skintelligent-1-sep-2019/RS_Clean images/215-353364-52c05a08e8cc1f0daf1b35ba1c129023.json,RS_Clean images_cropped/215-353364-52c05a08e8cc1f0daf1b35ba1c129023.jpg,3,1,3,3,1,[  0.          0.        280.        330.          0.9997496]
../skintelligent-1-sep-2019/pigmentation/46_left.json,Google_Clean images_cropped/pigmentation/46_left.png,1,1,1,3,1,
../skintelligent-1-sep-2019/RS_Clean images/237-8970101-a36db4ca81f8025dd62a3a45e6f25d75.json,RS_Clean images_cropped/237-8970101-a36db4ca81f8025dd62a3a45e6f25d75.jpg,1,2,3,2,1,[ 45.03307302   0.         301.11830454 305.           0.99695611]
../skintelligent-1-sep-2019/RS_Clean images/25-4718865-fdd2f6bed560010b666089d7fa440c4d.json,RS_Clean images_cropped/25-4718865-fdd2f6bed560010b666089d7fa440c4d.jpg,1,1,1,2,1,[ 66.61571313   4.79768442 292.39263539 326.59947514   0.99999738]
../skintelligent-1-sep-2019/RS_Clean images/106611-3202388-1cf90b9da3afbc7cecffb7fb0feb81ca.json,RS_Clean images_cropped/106611-3202388-1cf90b9da3afbc7cecffb7fb0feb81ca.jpg,3,3,3,1,1,[  0.           0.         340.         340.           0.99994993]
../skintelligent-1-sep-2019/acne/74_right.json,Google_Clean images_cropped/acne/74_right.png,1,1,1,2,3,[  0.           0.         500.         592.54365173   0.99997282]
../skintelligent-1-sep-2019/RS_Clean images/25-1834411-9f476bb945c052562457eaee6d86fb39.json,RS_Clean images_cropped/25-1834411-9f476bb945c052562457eaee6d86fb39.jpg,1,2,2,1,1,[  1.27351357   0.         340.         340.           0.99992859]
../skintelligent-1-sep-2019/crows feet/cosmetic1.json,Google_Clean images_cropped/crows feet/cosmetic1.jpg,1,1,1,1,1,[217.08602962   0.         601.         412.           0.99999964]
../skintelligent-1-sep-2019/RS_Clean images/25-1328546-8d4ae3e8164eaaa093f583927b7b4f26.json,RS_Clean images_cropped/25-1328546-8d4ae3e8164eaaa093f583927b7b4f26.jpg,2,2,1,1,1,[ 70.7949397    3.52487038 239.91875297 269.55475638   0.99998367]
../skintelligent-1-sep-2019/brightness/Blue-Peel-after-8042712-3834235.json,Google_Clean images_cropped/brightness/Blue-Peel-after-8042712-3834235.png,3,2,2,1,1,[ 63.3894844    0.         273.44205004 273.34550589   0.99975413]
../skintelligent-1-sep-2019/RS_Clean images/106611-8838751-1ec2d1c5f04d28c4738ad84e6f120cde.json,RS_Clean images_cropped/106611-8838751-1ec2d1c5f04d28c4738ad84e6f120cde.jpg,1,1,3,2,1,[  0.           0.         340.         340.           0.99999595]
../skintelligent-1-sep-2019/RS_Clean images/106611-4726078-3881e876c111445cd09e08322c3111cc.json,RS_Clean images_cropped/106611-4726078-3881e876c111445cd09e08322c3111cc.jpg,1,3,2,1,1,
../skintelligent-1-sep-2019/RS_Clean images/237-6532133-1485beb1c5a4776737db4a24d9a42e68.json,RS_Clean images_cropped/237-6532133-1485beb1c5a4776737db4a24d9a42e68.jpg,1,2,1,1,1,[  0.           0.         326.         326.           0.99984872]
../skintelligent-1-sep-2019/RS_Clean images/25-7406520-e55932f26feade244378ad3274f5edff.json,RS_Clean images_cropped/25-7406520-e55932f26feade244378ad3274f5edff.jpg,2,2,2,3,1,[ 42.87909514   0.         281.2505674  321.12876181   1.        ]
../skintelligent-1-sep-2019/sagging skin/Facelift-before-248923.json,Google_Clean images_cropped/sagging skin/Facelift-before-248923.jpg,2,2,2,1,1,[ 18.46387447   6.11794382 305.43373913 412.34445064   0.999466  ]
../skintelligent-1-sep-2019/pigmentation/10_left.json,Google_Clean images_cropped/pigmentation/10_left.png,1,3,1,3,1,[  0.           0.         600.         800.           0.99954349]
../skintelligent-1-sep-2019/wrinkles/Wrinkle-Treatment-before-4401770-3804267.json,Google_Clean images_cropped/wrinkles/Wrinkle-Treatment-before-4401770-3804267.png,1,1,3,1,1,[ 21.00366611   0.         292.         441.           0.99993002]
../skintelligent-1-sep-2019/under eye bags/Eye-Bags-Treatment-before-2551119-2573899.json,Google_Clean images_cropped/under eye bags/Eye-Bags-Treatment-before-2551119-2573899.jpg,1,3,1,1,1,[ 43.77056208   0.         280.45735925 336.75157183   0.99999833]
../skintelligent-1-sep-2019/RS_Clean images/25-2043548-79b5dc60f5a06afe7965f4f7ef481390.json,RS_Clean images_cropped/25-2043548-79b5dc60f5a06afe7965f4f7ef481390.jpg,2,2,1,2,1,[ 46.42486589   6.18644675 288.04796211 340.           0.99961638]
../skintelligent-1-sep-2019/RS_Clean images/106611-5887897-b8953980308bb08bb4fc1bcc5826771f.json,RS_Clean images_cropped/106611-5887897-b8953980308bb08bb4fc1bcc5826771f.jpg,1,1,2,1,1,[ 15.07410378   0.         327.61656268 340.           0.99990082]
../skintelligent-1-sep-2019/RS_Clean images/106611-7215607-e69b0421e162effad53b62cff5f4f2c3.json,RS_Clean images_cropped/106611-7215607-e69b0421e162effad53b62cff5f4f2c3.jpg,1,1,1,2,1,[ 64.48714657   0.         285.12171774 278.72587473   0.99977034]
../skintelligent-1-sep-2019/RS_Clean images/25-8962452-d69f8517df930362c829f65f0445bc35.json,RS_Clean images_cropped/25-8962452-d69f8517df930362c829f65f0445bc35.jpg,2,2,1,2,1,[ 64.39470047   0.         264.13097056 244.4559357    0.99926394]
../skintelligent-1-sep-2019/RS_Clean images/215-7959788-48967433893dfca042775cf10e33a291.json,RS_Clean images_cropped/215-7959788-48967433893dfca042775cf10e33a291.jpg,2,1,2,1,1,[  0.           0.         340.         340.           0.99904805]
../skintelligent-1-sep-2019/crows feet/DermaPostcard_front5-01.json,Google_Clean images_cropped/crows feet/DermaPostcard_front5-01.png,2,1,2,1,1,[128.72791519   0.         819.05958209 992.07452235   0.99996054]
../skintelligent-1-sep-2019/RS_Clean images/237-6016395-4890f183900effbb46c92a5563ac5b20.json,RS_Clean images_cropped/237-6016395-4890f183900effbb46c92a5563ac5b20.jpg,2,3,2,2,1,[  0.           0.         340.         340.           0.99972874]
../skintelligent-1-sep-2019/pigmentation/66_left.json,Google_Clean images_cropped/pigmentation/66_left.png,1,2,1,3,1,[  0.           0.         404.         438.           0.99682754]
